startdate,sampno,Analytical Analysis Code,Analysis Name,Testing Result,Lot Number,Group Major,Pin,Stockroom,Composite Number,Pallet Number,Bag Count on Pallet
55:50.0,BJ69488,SALMONELLA_375,Salmonella,Negative,FL24139A3,,100245-102170,FL,C004,19,721-760
36:14.0,BJ69489,BULK_DENSITY,Bulk Density,0.31,FL24139A3,,100245-102170,FL,C004,20,761-800
39:09.0,BJ69489,DEG_HYDROLYSIS,Degree of Hydrolysis,3.9,FL24139A3,,100245-102170,FL,C004,20,761-800
36:14.0,BJ69489,PEROXIDE,Peroxide,0,FL24139A3,,100245-102170,FL,C004,20,761-800
36:14.0,BJ69489,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24139A3,,100245-102170,FL,C004,20,761-800
55:50.0,BJ69489,SALMONELLA_375,Salmonella,Negative,FL24139A3,,100245-102170,FL,C004,20,761-800
47:12.0,BJ69490,MOISTURE,Moisture,4.807,FL24139A3,,100245-102170,FL,C005,21,801-840
52:09.0,BJ69490,PROT_DB_LECO,Dry Basis LECO Protein,90.322,FL24139A3,,100245-102170,FL,C005,21,801-840
24:01.0,BJ65394,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.431,FL24136A1,WPI,100245-CS055,Fond du Lac,C012,60,2361-2400
36:14.0,BJ69490,BULK_DENSITY,Bulk Density,0.31,FL24139A3,,100245-102170,FL,C005,21,801-840
39:09.0,BJ69490,DEG_HYDROLYSIS,Degree of Hydrolysis,3.9,FL24139A3,,100245-102170,FL,C005,21,801-840
36:14.0,BJ69490,PEROXIDE,Peroxide,0,FL24139A3,,100245-102170,FL,C005,21,801-840
36:14.0,BJ69490,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24139A3,,100245-102170,FL,C005,21,801-840
55:50.0,BJ69490,SALMONELLA_375,Salmonella,Negative,FL24139A3,,100245-102170,FL,C005,21,801-840
36:14.0,BJ69491,BULK_DENSITY,Bulk Density,0.32,FL24139A3,,100245-102170,FL,C005,22,841-880
39:09.0,BJ69491,DEG_HYDROLYSIS,Degree of Hydrolysis,3.9,FL24139A3,,100245-102170,FL,C005,22,841-880
36:14.0,BJ69491,PEROXIDE,Peroxide,0,FL24139A3,,100245-102170,FL,C005,22,841-880
36:14.0,BJ69491,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24139A3,,100245-102170,FL,C005,22,841-880
55:50.0,BJ69491,SALMONELLA_375,Salmonella,Negative,FL24139A3,,100245-102170,FL,C005,22,841-880
36:14.0,BJ69492,BULK_DENSITY,Bulk Density,0.32,FL24139A3,,100245-102170,FL,C005,23,881-920
39:09.0,BJ69492,DEG_HYDROLYSIS,Degree of Hydrolysis,3.9,FL24139A3,,100245-102170,FL,C005,23,881-920
36:14.0,BJ69492,PEROXIDE,Peroxide,0,FL24139A3,,100245-102170,FL,C005,23,881-920
36:14.0,BJ69492,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24139A3,,100245-102170,FL,C005,23,881-920
55:50.0,BJ69492,SALMONELLA_375,Salmonella,Negative,FL24139A3,,100245-102170,FL,C005,23,881-920
15:29.0,BJ69493,MOISTURE,Moisture,4.791,FL24139A3,,100245-102170,FL,C005,24,921-960
30:20.0,BJ69493,PROT_DB_LECO,Dry Basis LECO Protein,94.109,FL24139A3,,100245-102170,FL,C005,24,921-960
47:27.0,BJ65395,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),86.036,FL24136A1,WPI,100245-CS055,Fond du Lac,C013,61,2401-2440
27:55.0,BJ69493,FAT_PWDR,Fat by Alkaline Hydrolysis,1.501,FL24139A3,,100245-102170,FL,C005,24,921-960
36:14.0,BJ69493,BULK_DENSITY,Bulk Density,0.32,FL24139A3,,100245-102170,FL,C005,24,921-960
39:09.0,BJ69493,DEG_HYDROLYSIS,Degree of Hydrolysis,3.9,FL24139A3,,100245-102170,FL,C005,24,921-960
36:14.0,BJ69493,PEROXIDE,Peroxide,0,FL24139A3,,100245-102170,FL,C005,24,921-960
36:14.0,BJ69493,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24139A3,,100245-102170,FL,C005,24,921-960
55:50.0,BJ69493,SALMONELLA_375,Salmonella,Negative,FL24139A3,,100245-102170,FL,C005,24,921-960
47:27.0,BJ65396,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),86.036,FL24136A1,WPI,100245-CS055,Fond du Lac,C013,62,2441-2480
39:28.0,BJ69536,PARTICLE_SIZE,Particle Size,Pass,FL24138C2,,1005062,FL,C001,1,1-Jan
39:28.0,BJ69536,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C001,1,1-Jan
39:28.0,BJ69536,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C001,1,1-Jan
47:27.0,BJ65397,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),86.036,FL24136A1,WPI,100245-CS055,Fond du Lac,C013,63,2481-2520
39:28.0,BJ69537,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C001,2,2-Feb
39:28.0,BJ69537,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C001,2,2-Feb
39:28.0,BJ69538,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C001,3,3-Mar
39:28.0,BJ69538,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C001,3,3-Mar
39:28.0,BJ69539,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C001,4,4-Apr
39:28.0,BJ69539,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C001,4,4-Apr
47:27.0,BJ65398,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),86.036,FL24136A1,WPI,100245-CS055,Fond du Lac,C013,64,2521-2560
39:28.0,BJ69540,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C001,5,5-May
39:28.0,BJ69540,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C001,5,5-May
39:28.0,BJ69541,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C002,6,6-Jun
39:28.0,BJ69541,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C002,6,6-Jun
47:27.0,BJ65399,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),86.036,FL24136A1,WPI,100245-CS055,Fond du Lac,C013,65,2561-2600
39:28.0,BJ69542,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C002,7,7-Jul
39:28.0,BJ69542,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C002,7,7-Jul
39:28.0,BJ69543,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C002,8,8-Aug
39:28.0,BJ69543,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C002,8,8-Aug
39:28.0,BJ69544,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C002,9,9-Sep
39:28.0,BJ69544,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C002,9,9-Sep
51:10.0,BJ65400,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.867,FL24136A1,WPI,100245-CS055,Fond du Lac,C014,66,2601-2640
39:28.0,BJ69545,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C002,10,10-Oct
39:28.0,BJ69545,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C002,10,10-Oct
39:28.0,BJ69546,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C003,11,11-Nov
39:28.0,BJ69546,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C003,11,11-Nov
51:10.0,BJ65401,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.867,FL24136A1,WPI,100245-CS055,Fond du Lac,C014,67,2641-2680
39:28.0,BJ69547,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C003,12,12-Dec
39:28.0,BJ69547,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C003,12,12-Dec
39:28.0,BJ69548,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C003,13,13-13
39:28.0,BJ69548,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C003,13,13-13
39:28.0,BJ69549,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C003,14,14-14
39:28.0,BJ69549,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C003,14,14-14
39:28.0,BJ69550,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C003,15,15-15
39:28.0,BJ69550,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C003,15,15-15
39:28.0,BJ69551,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C004,16,16-16
39:28.0,BJ69551,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C004,16,16-16
39:28.0,BJ69552,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C004,17,17-17
39:28.0,BJ69552,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C004,17,17-17
39:28.0,BJ69553,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C004,18,18-18
39:28.0,BJ69553,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C004,18,18-18
39:28.0,BJ69554,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C004,19,19-19
39:28.0,BJ69554,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C004,19,19-19
39:28.0,BJ69555,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C004,20,20-20
39:28.0,BJ69555,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C004,20,20-20
39:28.0,BJ69556,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C005,21,21-21
39:28.0,BJ69556,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C005,21,21-21
39:28.0,BJ69557,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C005,22,22-22
39:28.0,BJ69557,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C005,22,22-22
39:28.0,BJ69558,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C005,23,23-23
39:28.0,BJ69558,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C005,23,23-23
39:28.0,BJ69559,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C005,24,24-24
39:28.0,BJ69559,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C005,24,24-24
39:28.0,BJ69560,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C005,25,25-25
39:28.0,BJ69560,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C005,25,25-25
39:28.0,BJ69561,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C006,26,26-26
39:28.0,BJ69561,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C006,26,26-26
39:28.0,BJ69562,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C006,27,27-27
39:28.0,BJ69562,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C006,27,27-27
39:28.0,BJ69563,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C006,28,28-28
39:28.0,BJ69563,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C006,28,28-28
39:28.0,BJ69564,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C006,29,29-29
39:28.0,BJ69564,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C006,29,29-29
39:28.0,BJ69565,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C006,30,30-30
39:28.0,BJ69565,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C006,30,30-30
39:28.0,BJ69566,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C007,31,31-31
39:28.0,BJ69566,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C007,31,31-31
39:28.0,BJ69567,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C007,32,32-32
39:28.0,BJ69567,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C007,32,32-32
39:28.0,BJ69568,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C007,33,33-33
39:28.0,BJ69568,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C007,33,33-33
39:28.0,BJ69569,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C007,34,34-34
39:28.0,BJ69569,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C007,34,34-34
39:28.0,BJ69570,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C007,35,35-35
39:28.0,BJ69570,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C007,35,35-35
39:28.0,BJ69571,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C008,36,36-36
39:28.0,BJ69571,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C008,36,36-36
39:28.0,BJ69572,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C008,37,37-37
39:28.0,BJ69572,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C008,37,37-37
39:28.0,BJ69573,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C008,38,38-38
39:28.0,BJ69573,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C008,38,38-38
39:28.0,BJ69574,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C008,39,39-39
39:28.0,BJ69574,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C008,39,39-39
39:28.0,BJ69575,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C008,40,40-40
39:28.0,BJ69575,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C008,40,40-40
39:28.0,BJ69576,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C009,41,41-41
39:28.0,BJ69576,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C009,41,41-41
39:28.0,BJ69577,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C009,42,42-42
39:28.0,BJ69577,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C009,42,42-42
39:28.0,BJ69578,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C009,43,43-43
39:28.0,BJ69578,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C009,43,43-43
39:28.0,BJ69579,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C009,44,44-44
39:28.0,BJ69579,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C009,44,44-44
39:28.0,BJ69580,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C009,45,45-45
39:28.0,BJ69580,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C009,45,45-45
39:28.0,BJ69581,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C010,46,46-46
39:28.0,BJ69581,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C010,46,46-46
39:28.0,BJ69582,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C010,47,47-47
39:28.0,BJ69582,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C010,47,47-47
39:28.0,BJ69583,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C010,48,48-48
39:28.0,BJ69583,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C010,48,48-48
39:28.0,BJ69584,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C010,49,49-49
39:28.0,BJ69584,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C010,49,49-49
39:28.0,BJ69585,PARTICLE_SIZE_12,Particle Size 12 Mesh,100,FL24138C2,,1005062,FL,C010,50,50-50
39:28.0,BJ69585,SCORCHED_PARTICLE,Scorched Particle,7.5,FL24138C2,,1005062,FL,C010,50,50-50
51:10.0,BJ65402,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.867,FL24136A1,WPI,100245-CS055,Fond du Lac,C014,68,2681-2720
56:57.0,BJ70231,ASH,Ash,6.748,FL24138C1,,1005061,FL,C001,1,Jan-45
01:28.0,BJ70231,FAT_PWDR,Fat by Alkaline Hydrolysis,2.567,FL24138C1,,1005061,FL,C001,1,Jan-45
31:28.0,BJ70231,MOISTURE,Moisture,4.096,FL24138C1,,1005061,FL,C001,1,Jan-45
51:10.0,BJ65403,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.867,FL24136A1,WPI,100245-CS055,Fond du Lac,C014,69,2721-2760
51:10.0,BJ65404,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.867,FL24136A1,WPI,100245-CS055,Fond du Lac,C014,70,2761-2800
54:53.0,BJ65405,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.56,FL24136A1,WPI,100245-CS055,Fond du Lac,C015,71,2801-2840
54:53.0,BJ65406,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.56,FL24136A1,WPI,100245-CS055,Fond du Lac,C015,72,2841-2880
54:53.0,BJ65407,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.56,FL24136A1,WPI,100245-CS055,Fond du Lac,C015,73,2881-2920
54:53.0,BJ65408,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.56,FL24136A1,WPI,100245-CS055,Fond du Lac,C015,74,2921-2960
54:53.0,BJ65409,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.56,FL24136A1,WPI,100245-CS055,Fond du Lac,C015,75,2961-3000
36:27.0,BJ66176,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.481,FL24136A1,WPI,100245-CS055,Fond du Lac,C016,76,3001-3040
36:27.0,BJ66177,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.481,FL24136A1,WPI,100245-CS055,Fond du Lac,C016,77,3041-3080
36:27.0,BJ66178,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.481,FL24136A1,WPI,100245-CS055,Fond du Lac,C016,78,3081-3120
36:27.0,BJ66179,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.481,FL24136A1,WPI,100245-CS055,Fond du Lac,C016,79,3121-3160
36:27.0,BJ66180,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.481,FL24136A1,WPI,100245-CS055,Fond du Lac,C016,80,3161-3200
40:09.0,BJ66181,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.159,FL24136A1,WPI,100245-CS055,Fond du Lac,C017,81,3201-3240
40:09.0,BJ66182,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.159,FL24136A1,WPI,100245-CS055,Fond du Lac,C017,82,3241-3280
40:09.0,BJ66183,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.159,FL24136A1,WPI,100245-CS055,Fond du Lac,C017,83,3281-3320
40:09.0,BJ66184,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.159,FL24136A1,WPI,100245-CS055,Fond du Lac,C017,84,3321-3360
40:09.0,BJ66185,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.159,FL24136A1,WPI,100245-CS055,Fond du Lac,C017,85,3361-3400
53:48.0,BJ66186,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.402,FL24136A1,WPI,100245-CS055,Fond du Lac,C018,86,3401-3440
49:43.0,BJ70405,MOISTURE,Moisture,5.11,FL24139A4,,1005206,FL,C001,1,1-Jan
52:09.0,BJ70405,PROT_DB_LECO,Dry Basis LECO Protein,89.351,FL24139A4,,1005206,FL,C001,1,1-Jan
31:06.0,BJ70405,ASH,Ash,2.713,FL24139A4,,1005206,FL,C001,1,1-Jan
10:57.0,BJ70405,FAT_PWDR,Fat by Alkaline Hydrolysis,1.605,FL24139A4,,1005206,FL,C001,1,1-Jan
53:48.0,BJ66187,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.402,FL24136A1,WPI,100245-CS055,Fond du Lac,C018,87,3441-3480
16:49.0,BJ70405,DEG_HYDROLYSIS,Degree of Hydrolysis,3.26,FL24139A4,,1005206,FL,C001,1,1-Jan
39:34.0,BJ70405,APPEARANCE,Appearance,Pass,FL24139A4,,1005206,FL,C001,1,1-Jan
39:34.0,BJ70405,BULK_DENSITY,Bulk Density,0.3,FL24139A4,,1005206,FL,C001,1,1-Jan
39:34.0,BJ70405,COLOR_MUNSELL,Munsell Color,1,FL24139A4,,1005206,FL,C001,1,1-Jan
39:34.0,BJ70405,MIXABILITY,Mixability,Pass,FL24139A4,,1005206,FL,C001,1,1-Jan
39:34.0,BJ70405,PEROXIDE,Peroxide,0,FL24139A4,,1005206,FL,C001,1,1-Jan
39:34.0,BJ70405,PH,pH,6.14,FL24139A4,,1005206,FL,C001,1,1-Jan
39:34.0,BJ70405,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24139A4,,1005206,FL,C001,1,1-Jan
58:51.0,BJ70405,SALMONELLA_375,Salmonella,Negative,FL24139A4,,1005206,FL,C001,1,1-Jan
39:34.0,BJ70406,BULK_DENSITY,Bulk Density,0.3,FL24139A4,,1005206,FL,C001,2,2-Feb
39:34.0,BJ70406,DEG_HYDROLYSIS,Degree of Hydrolysis,3.26,FL24139A4,,1005206,FL,C001,2,2-Feb
39:34.0,BJ70406,PEROXIDE,Peroxide,0,FL24139A4,,1005206,FL,C001,2,2-Feb
39:34.0,BJ70406,PH,pH,6.14,FL24139A4,,1005206,FL,C001,2,2-Feb
39:34.0,BJ70406,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24139A4,,1005206,FL,C001,2,2-Feb
58:51.0,BJ70406,SALMONELLA_375,Salmonella,Negative,FL24139A4,,1005206,FL,C001,2,2-Feb
39:34.0,BJ70407,BULK_DENSITY,Bulk Density,0.31,FL24139A4,,1005206,FL,C001,3,3-Mar
39:34.0,BJ70407,DEG_HYDROLYSIS,Degree of Hydrolysis,3.26,FL24139A4,,1005206,FL,C001,3,3-Mar
39:34.0,BJ70407,PEROXIDE,Peroxide,0,FL24139A4,,1005206,FL,C001,3,3-Mar
39:34.0,BJ70407,PH,pH,6.14,FL24139A4,,1005206,FL,C001,3,3-Mar
39:34.0,BJ70407,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24139A4,,1005206,FL,C001,3,3-Mar
58:51.0,BJ70407,SALMONELLA_375,Salmonella,Negative,FL24139A4,,1005206,FL,C001,3,3-Mar
39:34.0,BJ70408,BULK_DENSITY,Bulk Density,0.31,FL24139A4,,1005206,FL,C001,4,4-Apr
39:34.0,BJ70408,DEG_HYDROLYSIS,Degree of Hydrolysis,3.26,FL24139A4,,1005206,FL,C001,4,4-Apr
39:34.0,BJ70408,PEROXIDE,Peroxide,0,FL24139A4,,1005206,FL,C001,4,4-Apr
39:34.0,BJ70408,PH,pH,6.14,FL24139A4,,1005206,FL,C001,4,4-Apr
39:34.0,BJ70408,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24139A4,,1005206,FL,C001,4,4-Apr
58:51.0,BJ70408,SALMONELLA_375,Salmonella,Negative,FL24139A4,,1005206,FL,C001,4,4-Apr
39:34.0,BJ70409,BULK_DENSITY,Bulk Density,0.31,FL24139A4,,1005206,FL,C001,5,5-May
39:34.0,BJ70409,DEG_HYDROLYSIS,Degree of Hydrolysis,3.26,FL24139A4,,1005206,FL,C001,5,5-May
39:34.0,BJ70409,PEROXIDE,Peroxide,0,FL24139A4,,1005206,FL,C001,5,5-May
39:34.0,BJ70409,PH,pH,6.14,FL24139A4,,1005206,FL,C001,5,5-May
39:34.0,BJ70409,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24139A4,,1005206,FL,C001,5,5-May
58:51.0,BJ70409,SALMONELLA_375,Salmonella,Negative,FL24139A4,,1005206,FL,C001,5,5-May
53:48.0,BJ66188,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.402,FL24136A1,WPI,100245-CS055,Fond du Lac,C018,88,3481-3520
30:36.0,BJ70707,ASH,Ash,2.513,FL24140A1,,103567,FL,C001,1,Jan-40
28:00.0,BJ70707,BULK_DENSITY,Bulk Density,0.35,FL24140A1,,103567,FL,C001,1,Jan-40
25:54.0,BJ70707,FAT_PWDR,Fat by Alkaline Hydrolysis,2.344,FL24140A1,,103567,FL,C001,1,Jan-40
53:49.0,BJ70707,MOISTURE,Moisture,4.373,FL24140A1,,103567,FL,C001,1,Jan-40
42:39.0,BJ70707,APPEARANCE,Appearance,Pass,FL24140A1,,103567,FL,C001,1,Jan-40
42:39.0,BJ70707,COLOR_MUNSELL,Munsell Color,1.5,FL24140A1,,103567,FL,C001,1,Jan-40
42:39.0,BJ70707,MIXABILITY_WPI90,Mixability for WPI90,Pass,FL24140A1,,103567,FL,C001,1,Jan-40
42:39.0,BJ70707,PEROXIDE,Peroxide,0,FL24140A1,,103567,FL,C001,1,Jan-40
42:39.0,BJ70707,PH,pH,6.12,FL24140A1,,103567,FL,C001,1,Jan-40
42:39.0,BJ70707,SCORCHED_PARTICLE,Scorched Particle,<7.5,FL24140A1,,103567,FL,C001,1,Jan-40
00:36.0,BJ70707,PROT_DB_LECO,Dry Basis LECO Protein,87.505,FL24140A1,,103567,FL,C001,1,Jan-40
00:33.0,BJ70707,SALMONELLA_375,Salmonella,Negative,FL24140A1,,103567,FL,C001,1,Jan-40
53:48.0,BJ66189,PROT_ASIS_LECO,As Is LECO Protein (Nx6.38),85.402,FL24136A1,WPI,100245-CS055,Fond du Lac,C018,89,3521-3560
30:36.0,BJ70708,ASH,Ash,2.513,FL24140A1,,103567,FL,C001,2,41-80
